id,yearly_income,prev_delinquencies,previous_defaults,debt_to_income,Zip_code,loan_amount,open_accounts,default
67801,123200,0,0,12.5496,11300,24111,15,0
95106,140800,2,0,42.2184,7600,51300,7,0
32145,61600,1,0,28.98,60600,15390,14,0
117381,211200,0,0,36.54,33100,25650,19,0
38825,79200,0,0,32.2056,53100,17100,9,0
55513,176000,0,0,29.6688,44100,47880,8,0
60752,158400,0,0,22.0416,80100,13680,12,0
110915,103840,0,0,56.7336,10400,10260,31,0
128505,52800,0,0,48.2496,67200,11115,21,1
122967,123200,0,0,11.9616,33300,2565,8,0
123698,425920,2,0,18.4128,35700,42750,18,0
124161,124960,0,0,16.8168,48300,20520,5,0
113439,35200,0,0,50.232,46700,8122.5,10,0
39074,61600,0,0,28.2912,95700,4275,14,0
75735,56320,0,0,7.9968,37600,10260,7,1
67066,297440,0,0,22.4784,70100,59850,15,1
109411,82720,1,0,55.1712,10000,28899,18,0
57172,528000,2,0,21.2856,2400,20520,22,0
119918,79200,1,0,36.3384,48100,22871.25,13,0
60217,138688,0,0,42.2688,6900,23598,19,1
78621,98560,1,0,31.332,80000,37620,11,0
74030,88000,0,0,4.4352,85000,20520,6,0
35929,133056,0,0,25.872,12100,30780,10,0
39371,181280,2,0,56.3304,17300,58396.5,14,0
121381,132000,0,0,18.4464,32700,36936,11,0
96890,184800,0,0,45.1416,62200,59850,12,0
26835,96800,0,0,22.5456,70300,45058.5,5,0
87619,176000,0,0,42.6384,19100,35910,15,0
130900,93280,0,0,39.4464,11300,30780,12,0
136373,88000,0,0,9.5088,85700,10260,7,0
67950,73568,5,0,31.9872,19600,21973.5,11,0
61405,70400,0,0,40.3368,80500,18810,12,0
121972,102080,0,0,25.4184,28000,16416,15,1
43738,160160,0,0,28.7448,85200,17100,12,1
66533,116160,0,0,51.3576,78100,10388.25,15,0
119299,105600,0,0,28.1064,90000,18168.75,17,1
79892,299200,0,0,18.7488,92600,59850,19,0
61121,114400,0,0,7.812,95200,11115,8,0
77566,105600,0,0,17.2032,24300,31635,9,0
54877,160512,0,0,33.1632,75000,37021.5,17,0
44483,140078.4,3,0,12.1464,60600,34200,17,0
136244,140800,0,0,42.6888,19500,17100,18,0
68177,96800,0,0,10.0128,90200,10260,10,0
132903,70400,0,0,5.9976,55100,11970,5,0
66147,96800,0,0,47.544,76000,17100,17,0
49793,91520,0,0,24.78,90300,25650,10,0
131037,198880,0,0,33.012,11200,34200,17,0
76863,154880,0,0,25.4352,60600,55404,13,0
107144,93280,0,0,39.144,92600,6840,17,0
146054,91520,0,0,54.3144,11200,25650,21,0
110720,58080,0,0,32.1384,97300,20520,13,0
78799,61600,0,0,33.6504,90600,5130,6,0
101762,70400,0,0,33.1128,7000,26505,23,0
78354,33440,0,0,58.4808,8800,6968.25,12,0
106216,184800,0,0,41.58,37200,54933.75,20,0
105466,61600,0,0,29.736,80900,8550,6,1
50305,64240,1,0,41.3616,94500,3206.25,14,1
81547,200640,0,0,39.2952,98200,47880,31,0
116654,73920,0,0,44.6376,20100,17100,8,1
112772,88000,0,0,40.6392,94500,13680,3,0
63492,52976,3,0,43.1424,45300,11970,14,0
66724,167200,0,0,44.1168,18300,32490,14,0
39996,211200,1,0,25.7208,11600,35910,8,0
24392,88000,0,0,65.2512,33500,18767.25,9,1
79927,158400,0,0,30.9624,85100,41040,8,0
57050,73920,0,0,21.2688,13200,17784,25,1
40781,109120,3,0,9.492,85300,2565,11,1
122573,114400,0,0,35.364,29400,19152,19,0
90157,181280,1,0,19.32,77300,34200,17,1
29506,102080,0,0,15.8088,84100,17100,6,0
77719,176000,0,0,43.2096,20700,25650,14,0
115292,88000,0,0,11.2896,30100,17100,20,0
26908,183040,0,0,19.236,98200,45400.5,9,0
42492,172480,0,0,24.0912,1100,59850,23,0
63434,88000,3,0,40.5216,36400,1710,11,0
139167,70400,0,0,25.2,92500,30780,14,0
138568,102080,0,0,33.7344,92200,49590,13,0
52936,126720,0,0,15.288,20700,17100,21,0
62295,123200,2,0,11.3232,40400,27360,9,0
85379,149600,0,0,18.6984,11900,13680,7,0
108190,52800,1,0,49.56,11200,17100,17,0
32457,114400,0,0,46.032,2000,37620,10,0
106823,75680,0,0,66.528,17300,36594,22,0
102393,97011.2,1,0,27.468,89100,41040,13,0
114867,96800,1,0,21.9576,20800,8208,11,0
23064,114400,0,0,38.3712,32700,22828.5,10,0
52084,176000,0,0,9.7944,93000,34200,14,0
104441,61600,0,0,5.9304,11400,5985,5,1
132985,56320,0,0,59.4888,99100,24068.25,7,0
124659,80960,0,0,42.336,90200,25650,12,0
107819,126720,1,0,37.6656,80200,9405,15,0
37883,82720,0,0,14.028,92800,11970,17,0
43432,123200,0,0,15.5904,80000,47880,13,0
85217,88000,0,0,7.4928,19100,20520,6,0
95166,96800,1,0,37.3464,94000,17100,15,0
81145,211200,1,0,31.3992,48200,20520,21,1
79890,121566.72,0,0,19.32,40300,28215,11,0
68221,262240,0,0,33.0624,77300,35910,22,0
74846,105600,0,0,14.9184,34200,25650,8,1
111097,147840,3,0,22.9824,19700,27360,18,0
35194,103679.84,0,0,27.4176,34700,17100,12,0
63432,77440,0,0,37.212,85300,16245,13,0
30597,183040,0,0,19.1352,7800,37620,12,0
100495,110880,0,0,21.4032,10700,2052,9,0
137384,123200,0,0,25.8384,38000,11970,8,1
36209,156640,0,0,9.2904,10900,17100,12,1
28592,73920,1,0,47.0904,61800,20520,14,1
108473,116160,1,0,53.9112,26600,24795,17,0
140112,237600,0,0,25.9056,70700,25650,19,0
101124,58080,0,0,47.964,90000,25863.75,7,0
27918,123200,0,0,48.6192,44100,10260,35,0
66427,179520,0,0,38.3208,70400,8550,18,0
145144,84480,0,0,56.28,10000,11286,11,0
80876,132000,0,0,15.8928,11500,15005.25,12,0
51897,211200,0,0,10.6848,30300,59850,14,0
38364,98560,0,0,40.1856,84000,23940,18,0
32462,52800,1,0,30.3744,10400,10260,9,0
53161,217360,0,0,38.9928,27300,23940,21,0
57240,70400,0,0,2.772,21000,5130,4,0
145788,112640,4,0,36.204,10600,8550,12,0
136464,73920,0,0,40.4712,95800,25650,11,0
63340,264000,1,0,41.1432,2000,42750,18,0
136245,193600,2,0,50.7024,46300,8550,11,0
31082,96800,0,0,23.688,40200,25650,9,1
112457,60403.2,0,0,40.4208,48800,3762,18,0
139753,97504,0,0,33.516,8000,30780,17,0
63095,91520,0,0,15.7416,77400,44417.25,8,0
128199,80960,0,0,24.8136,29400,26676,9,0
75843,61600,1,0,24.3096,92600,5472,8,0
133282,158400,0,0,34.4064,29400,11970,26,0
72780,52800,0,0,21.5712,93200,7182,11,0
65105,105600,0,0,34.1376,99500,25650,8,0
69237,91520,3,0,30.828,92800,8550,5,0
126643,246400,0,0,14.5152,40000,20520,9,0
81291,113375.68,1,0,59.0184,78600,27360,10,0
56213,190080,0,0,3.5616,27500,25650,8,0
126214,50336,0,0,40.0512,61400,8550,13,0
130564,198880,0,0,21.9576,92100,41040,7,1
77922,42240,0,0,35.196,96000,11328.75,6,0
78787,52800,0,0,17.0016,33400,12525.75,8,0
56393,140800,2,0,26.9472,32700,20520,14,0
48733,56320,0,0,64.092,55100,22956.75,14,0
100177,98560,0,0,51.408,19900,47880,16,0
44145,89760,0,0,42.1344,35500,19836,14,1
134183,73920,0,0,43.8648,27200,30096,26,0
47565,133760,0,0,30.5592,92100,25650,19,1
128753,299200,1,0,54.2304,11400,59850,23,0
44252,158400,0,0,18.4968,75100,27360,12,0
51421,128480,0,0,17.2872,1800,36936,11,1
72174,172480,4,0,29.7528,92500,23940,10,0
96093,255200,1,0,8.82,46300,38988,9,0
90827,111584,3,0,39.144,78600,38945.25,13,0
60573,191840,0,0,43.512,48300,51684.75,22,0
76220,132000,0,0,13.5912,2800,10260,15,0
72866,119680,2,1,41.5632,18700,17100,13,0
50478,170720,0,0,20.6808,11400,45315,22,0
140684,61600,0,0,41.6976,92500,16672.5,11,0
110550,197120,0,0,39.2784,60400,23940,19,0
121564,99484,0,0,45.3936,80100,25650,9,1
105108,105776,0,0,42.5376,35200,30780,21,0
82039,98560,0,0,29.1984,48300,15603.75,7,0
50666,114400,1,0,58.716,61600,25650,11,0
110504,102080,0,0,38.2704,1500,20520,16,0
136302,184800,0,0,43.3104,98200,20520,13,0
35523,163680,0,0,40.0344,12700,49761,18,0
49089,88000,0,0,42.336,6400,28984.5,11,0
101404,202400,0,0,21,18300,31464,10,0
119885,181280,0,0,22.3104,37200,17784,6,0
133031,131648,1,0,56.3808,25300,39543.75,14,0
138151,96624,0,0,23.3856,33300,37534.5,11,0
115430,73920,0,0,49.7784,94100,30010.5,9,0
44007,58080,0,0,47.2248,4700,17100,14,0
107657,63360,0,0,46.536,92100,20520,8,0
86966,99264,0,0,14.6664,45000,20520,24,1
106137,167200,0,0,23.9232,16800,12825,10,1
40463,158400,0,0,21.0504,2700,34200,10,1
24168,369600,0,0,7.1736,94400,20520,7,1
75405,44000,0,0,21.5376,19100,11115,15,0
81905,42240,0,0,48.888,92200,10944,11,1
113608,246400,1,0,19.5216,10000,18468,17,0
114885,167200,0,0,56.1288,70600,51300,13,0
104584,35200,0,0,22.092,97300,9490.5,8,0
73223,163680,0,0,30.828,44000,54720,15,0
53169,151360,0,0,40.7232,77500,17100,8,0
61856,58454.88,0,0,10.3824,3700,24282,5,0
127675,123200,0,0,16.5648,95000,8550,8,0
77257,181280,0,0,24.108,92800,59850,8,0
65958,704000,0,0,8.7528,91900,51300,14,0
89616,242880,1,0,10.8528,92800,34200,6,0
40714,184800,0,0,23.1168,43000,23940,6,0
101155,61600,0,0,27.9384,44700,18810,13,0
60516,135520,0,0,31.6344,44200,17100,32,0
25742,184800,0,0,35.2296,37100,25650,24,1
89864,124960,0,0,36.3888,13200,59850,15,0
65357,86944,0,0,35.4312,43500,13680,14,0
34402,179520,0,0,35.868,93500,23811.75,17,0
35482,170720,0,0,47.124,85300,13680,21,1
31062,149600,0,0,39.6312,7000,42750,11,0
120603,89760,1,0,7.7952,11300,25650,16,0
77351,45760,0,0,24.1248,96700,5130,11,0
46716,79200,0,0,57.7416,10500,25650,18,0
54085,176000,0,0,51.9792,63300,41168.25,15,0
126353,422400,0,0,16.3632,94600,1710,7,0
93309,149600,1,0,30.1056,8000,31549.5,20,0
127486,73920,0,0,1.1928,95000,8550,12,0
68027,79200,0,0,18.9504,91700,8550,8,0
125160,246400,0,0,39.7152,11000,45486,16,0
134340,105600,0,0,32.3232,2700,15390,11,1
123089,79200,0,0,4.4856,10000,10944,4,1
51875,105600,0,0,31.416,95300,47880,21,1
49845,140800,0,0,19.3032,65300,30780,15,1
42793,246400,0,0,28.7784,22300,51300,14,0
63362,114400,0,0,22.5456,95100,16245,7,0
60557,115632,0,0,9.324,12000,17100,11,0
90105,383680,2,1,21.7224,30000,56430,8,0
94236,88000,1,0,31.584,6800,17100,9,0
44699,246400,0,0,33.516,60400,24624,12,1
70779,105600,1,0,7.8624,75000,11115,12,0
122372,132000,0,0,8.0976,14500,13893.75,14,0
47382,149600,1,0,49.8456,92300,17100,12,0
97535,114400,0,0,43.8816,1800,32019.75,19,0
102342,184800,0,0,21.0672,12800,48222,9,1
105327,88000,0,0,29.7528,70000,2736,13,0
24628,67760,2,0,38.64,80000,11072.25,13,0
112039,105600,0,0,41.5632,45200,25650,8,0
39193,114400,1,0,35.6664,97400,35910,7,0
127026,105600,0,0,30.4416,7000,13680,10,0
51183,220000,0,0,25.5024,78200,59850,6,0
124148,265760,2,0,22.5288,37900,29925,14,0
101684,22880,0,0,64.9992,27400,8550,11,0
27145,440000,2,0,19.3536,77400,59850,29,0
138050,135520,0,0,43.6968,47100,34200,10,1
138467,114400,0,0,29.6856,60000,24624,12,0
29061,121440,0,0,34.0032,1700,34200,10,0
135728,88000,0,0,39.9168,48000,33345,9,0
114060,110880,0,0,29.9208,53700,5130,13,0
128927,164369.92,1,0,28.9464,92300,59850,13,0
53724,211200,0,0,63.3192,30300,35910,21,0
102494,132000,0,0,35.1624,46300,20520,16,0
67070,209440,0,0,15.708,30100,59850,13,0
41500,104544,0,0,17.724,75200,12312,9,0
29353,228800,0,0,29.9208,21000,21375,36,0
95530,26400,0,0,49.4592,64000,7695,7,0
40506,119680,1,0,55.2048,24000,18468,23,0
129470,105600,0,0,41.4288,46400,25650,10,0
94741,176000,0,0,32.4744,21000,20520,20,0
30296,202400,0,0,14.8176,20100,6156,10,0
49132,132000,0,0,18.8496,76100,41040,24,0
139895,88000,0,0,24.1584,98100,32832,11,0
81060,237600,1,0,23.5704,33000,25650,10,0
26125,193600,1,0,28.6608,94500,51300,16,0
81796,66880,0,0,45.6288,17100,4146.75,7,0
97808,96800,3,1,41.916,8700,29070,18,1
124582,176000,0,0,14.3472,40200,18339.75,9,0
112682,45760,0,0,64.764,37800,14706,26,0
40593,127807.68,0,0,23.8392,94500,17100,12,0
59590,61600,2,1,28.4592,20000,4403.25,19,0
87508,140800,0,0,33.4992,75000,54420.75,11,0
114505,161316.32,0,0,27.4512,20700,42750,12,0
143267,61600,0,0,31.2816,1800,25137,9,0
58145,170720,0,0,0,19000,31806,8,0
41476,52800,0,0,42.252,56400,15176.25,10,1
87113,295680,0,0,53.1048,96800,59850,12,0
128559,255200,4,0,33.4152,77300,59850,14,0
65794,42240,0,0,49.7952,92500,8550,10,0
118144,84480,0,0,19.656,10100,13680,12,0
22716,73920,0,0,54.18,91000,31720.5,13,0
106787,52800,0,0,4.0152,10300,13680,12,0
94093,123200,0,0,47.9472,41100,10046.25,20,0
142747,149600,1,0,22.6296,71400,42750,14,0
62462,105600,0,0,26.5104,77400,35568,12,0
143439,262240,2,0,3.5112,22700,34200,5,0
52069,132000,0,0,57.3384,77000,41040,16,0
135293,806080,2,0,23.5704,11700,51300,31,0
135391,79200,0,0,13.7088,33000,20520,8,1
79487,88000,3,0,34.1208,48300,17100,9,0
111282,75680,0,0,37.8,93100,16629.75,15,0
115672,102080,0,0,27.7368,77400,3420,6,0
143272,95040,2,0,39.984,96700,32490,13,0
43939,151360,0,0,46.956,19100,24624,14,0
119690,44000,0,0,52.836,33100,12568.5,10,0
23338,140800,0,0,33.432,32800,59850,14,0
141348,228800,1,0,26.964,11200,13680,9,1
138324,211200,0,0,10.1472,22800,10260,7,0
67423,114400,3,0,44.3184,96700,30822.75,8,0
112434,93280,1,0,18.1104,40200,17100,10,0
94242,117920,1,0,29.484,19900,10260,12,0
106897,265760,0,0,19.404,78500,54720,22,0
81324,170720,0,0,15.6912,75700,12568.5,8,1
120967,123200,0,0,14.8344,1900,38304,14,0
36095,158400,0,0,14.3976,89000,33516,10,0
101662,79200,0,0,22.932,21000,11970,11,1
137140,105600,0,0,43.344,55100,11970,8,0
53106,167200,0,0,42.2184,6900,35910,9,0
117689,105600,0,0,29.736,76500,21161.25,10,0
90423,100320,0,0,21.0168,11300,34200,9,0
141607,73920,1,0,26.208,7500,8208,6,0
31720,246400,1,0,18.2616,75000,59850,22,0
103024,114400,1,0,35.6664,33100,15390,21,1
21885,255200,0,0,13.2048,90200,30780,5,0
85393,114400,0,0,27.1656,10700,17100,8,0
38244,352000,0,0,42.9912,4000,41040,14,0
109850,114400,0,0,34.0536,10400,14535,17,0
80277,53856,0,0,18.2448,90200,17613,6,0
123287,140800,0,0,21.2856,55000,16758,14,0
140040,123200,0,0,26.3928,33400,8550,12,0
85043,132000,0,0,25.8888,80200,54720,8,0
132930,88000,0,0,23.0328,11300,17100,11,1
48882,132000,0,0,37.128,62600,32832,15,0
129099,86240,0,0,51.8784,12500,36978.75,12,1
72020,198485.76,0,0,43.4448,20900,13680,13,0
106004,325600,0,0,43.512,79900,59850,10,0
130946,158400,1,0,39.1608,60400,42750,22,0
84832,91520,0,0,22.8312,62600,9405,6,0
70173,96800,1,0,13.9776,95600,17100,17,0
93647,52800,0,0,23.3856,28200,5130,5,1
72597,75680,0,0,33.012,60400,16843.5,17,0
37645,24640,1,0,51.576,33000,7566.75,8,0
81923,96800,0,0,21.8064,80200,38432.25,10,0
94605,114400,1,0,31.5,76100,17100,24,0
55832,92048,0,0,4.1328,10000,12825,7,0
142315,100320,0,0,45.6288,5300,34200,12,0
144270,158400,0,0,23.6712,47700,42750,9,0
59490,44000,1,0,50.8872,89400,8721,10,0
124108,70400,0,0,45.1584,95100,9234,13,0
79145,84198.4,0,0,18.5472,95000,8550,5,0
32622,119680,0,0,26.1408,16500,10944,11,0
37291,123200,0,0,2.2512,95600,20520,18,0
44995,102080,0,0,46.2336,33400,49547.25,16,0
29387,308000,0,0,9.6096,95100,17100,7,1
121946,110880,0,0,52.4328,75100,15646.5,10,0
47511,95040,0,0,21.9576,37600,14364,11,0
41396,88000,0,0,48.3504,17000,10089,7,0
70565,97644.8,0,0,59.892,20600,17100,14,0
37319,81312,0,0,23.7888,75000,5130,7,0
66541,196475.84,0,0,41.328,20600,42750,21,0
31816,109120,0,0,30.6264,97000,32832,9,0
103913,184800,0,0,45.1752,89100,6284.25,12,0
96952,352000,3,1,19.068,33100,59850,20,0
138442,114400,1,0,31.5504,32900,35439.75,12,0
129096,140800,1,0,26.8968,92800,20520,12,0
53272,262240,0,0,40.7904,75000,35354.25,14,0
76010,59840,0,0,25.4352,19000,14492.25,7,0
31871,792000,0,0,24.1416,94100,27360,9,0
137670,61600,0,0,33.1128,2100,16159.5,8,0
30918,237600,0,0,56.9352,22100,41040,19,0
98058,147840,0,0,22.008,27300,17100,7,0
32111,59304.96,0,0,24.8304,20800,13680,13,0
133347,158400,0,0,24.9312,46900,59850,10,0
55139,124960,0,0,12.3312,76200,27360,8,1
124460,137280,0,0,40.1856,80600,32832,9,0
90050,82720,0,0,57.96,10800,25650,14,0
104355,109120,0,0,35.5152,33000,23940,18,1
59692,114400,1,0,22.9152,70100,15390,10,1
52043,176000,0,0,37.212,30500,20520,15,0
69735,93280,0,0,38.9256,27100,22230,11,0
58693,114400,1,0,45.9648,76100,47880,12,0
111826,132000,0,0,23.9568,11700,21888,13,1
62665,96800,0,0,61.5888,66500,11970,11,0
89882,211200,3,0,31.0128,84700,41040,17,0
121327,88000,0,0,20.6472,7300,15390,28,0
94358,123200,0,0,54.3984,95600,42750,15,0
125924,321226.4,0,0,24.9648,48000,56430,11,0
61490,112640,0,0,54.1128,7700,47880,16,0
85079,146080,0,0,33.5664,92500,17100,11,0
89123,202400,0,0,20.6304,21000,34200,15,0
89576,114400,1,0,23.1336,30200,13680,8,0
118900,61600,0,0,6.6864,94500,15390,6,0
104586,106585.6,1,0,17.7072,34200,21161.25,8,1
92758,96800,0,0,16.8672,85000,20520,8,0
22899,89760,0,0,50.8032,96800,17100,14,0
53816,211200,0,0,17.3544,11800,38902.5,21,0
74187,91520,2,0,60.2448,53200,27274.5,27,0
74070,93280,0,0,19.6224,30000,8550,17,1
95611,80960,0,0,17.7576,34200,30780,10,0
25899,132000,0,0,28.644,33700,27360,18,0
128722,114400,0,0,33.348,10000,30780,12,0
97159,95040,0,0,39.1608,30100,42408,13,0
31958,119680,0,0,25.704,55400,13680,8,1
83269,246400,0,0,17.6904,10500,15988.5,7,0
50411,184800,0,0,24.0408,78200,34200,8,0
123109,88000,0,0,54.6504,47200,27360,6,0
90231,127600,2,1,30.0552,32700,5130,10,0
26023,149600,0,0,16.3968,10000,25650,18,1
39353,114400,1,0,23.1672,11500,18810,10,0
126995,66880,0,0,39.9,44300,8550,17,0
39685,162236.8,2,0,60.3288,53200,30780,29,0
42148,225280,0,0,15.0696,90000,47880,11,0
22182,110000,0,0,45.7464,28600,30780,12,0
90445,140800,0,0,29.988,22000,20520,15,0
130349,213312,0,0,22.0584,75000,8208,10,0
70963,73920,0,0,26.4936,21700,17100,14,0
47559,70400,0,0,34.6752,25400,30780,10,0
107822,184800,0,0,26.4264,44000,2565,12,1
77258,100320,0,0,28.6104,8800,34200,11,0
50695,88000,0,0,29.148,89100,8208,8,1
146429,114400,0,0,57.7248,70300,34200,23,1
27631,176000,0,0,37.6656,98400,25650,13,0
117289,246400,0,0,9.3072,30000,17100,11,0
78618,55179.52,0,0,39.9336,29900,23982.75,6,0
26236,85360,0,0,22.7808,18400,3420,6,0
103828,49280,0,0,23.2512,75100,13680,9,0
86978,119680,0,0,14.028,84000,11115,6,0
121452,144133.44,0,0,36.456,73100,59850,13,0
80168,154880,1,0,48.4512,90600,1710,16,0
128401,140800,0,0,46.2336,89000,57413.25,25,0
136084,132000,0,0,5.7288,11100,34200,15,0
52693,70400,0,0,41.664,45200,20520,7,0
21677,220000,0,0,26.3088,80200,34200,26,0
142959,144320,2,0,23.3856,11000,20520,13,0
90535,260480,0,0,24.3768,89400,41040,9,1
133291,108240,0,0,18.3288,81600,14535,5,0
99504,116160,0,0,32.4912,49500,37620,9,1
37063,202400,0,0,27.0984,1000,47880,15,0
107270,88000,1,0,44.688,11400,37620,16,0
79294,137280,0,0,55.8432,7000,41040,19,0
96865,70400,0,0,35.5488,12100,25650,8,1
81890,128480,0,0,21.2184,44000,34200,11,0
99899,116135.36,0,0,19.2528,77500,6156,17,0
58547,42240,1,0,27.3,76200,5985,10,0
78722,219120,0,0,36.9096,15200,56430,23,1
74531,218240,0,0,36.9936,79900,59850,19,1
140623,140800,0,0,32.2728,48100,42750,22,0
81203,128480,0,0,11.8776,17000,8550,9,0
84512,117920,1,0,13.9944,91900,11841.75,24,0
115056,114400,0,0,0,73100,5386.5,4,1
78792,79200,0,0,32.4408,45800,20520,30,0
59039,96800,0,0,46.1832,46000,24795,11,0
108386,202400,0,0,39.3456,11300,3420,17,0
98607,70400,0,0,42.5544,23200,6840,23,1
51132,52800,0,0,50.9376,76500,22572,8,0
128210,165021.12,0,0,39.6144,13200,41852.25,16,0
53155,95040,0,0,29.9712,11500,1710,7,0
127613,88000,0,0,41.412,29000,8550,7,1
72747,79200,0,0,34.86,47900,25650,9,0
56090,156640,0,0,31.0632,14500,20520,23,0
99779,61600,4,0,35.8848,8200,23127.75,17,0
31216,61600,0,0,55.2384,54400,17100,7,0
91043,110880,0,0,33.0624,77300,41040,17,0
103426,63360,0,0,40.5384,48300,6840,11,1
138066,93280,0,0,48.5016,33100,18981,13,0
22262,88000,0,0,38.4384,44200,23940,17,0
118110,82720,1,0,28.056,2900,35354.25,11,0
88800,74976,0,0,36.4392,36000,30780,11,1
128161,82720,0,0,33.4656,92500,13680,20,1
70035,79200,0,0,37.1448,92500,15390,10,0
135416,151360,0,0,18.0768,45000,25650,14,0
34888,79200,0,0,28.896,87000,13338,7,0
105098,102593.92,1,0,11.8608,96000,7695,13,1
133363,56320,0,0,51.5424,80000,11072.25,7,0
45842,123200,0,0,46.7376,6700,51300,9,0
29139,149600,1,0,41.4288,15000,34200,18,0
61461,88000,0,0,13.4232,59700,17784,6,0
85792,327360,1,0,28.0728,30300,23940,21,0
72787,61600,0,0,41.9496,17000,21546,11,0
97243,308000,3,0,12.0288,10400,42750,10,0
66471,96800,0,0,19.656,92100,30780,7,0
40956,70400,3,0,31.9032,5200,20520,18,0
131786,163680,0,0,31.0464,75400,38475,9,1
138846,52800,0,0,34.8096,20000,10003.5,5,1
30135,580800,0,0,14.5656,95100,47880,15,1
123647,88000,0,0,19.9248,38500,20520,12,1
101615,176000,0,0,52.0296,2400,42750,27,1
141413,440000,1,0,19.0512,30700,39330,12,0
52128,563200,0,0,17.2704,60600,59850,26,0
101147,352000,0,0,37.3464,10000,17100,19,1
70124,404800,1,0,37.0104,37000,27360,15,0
86962,88000,0,0,28.0224,95800,34114.5,10,0
84069,123200,0,0,41.0592,60400,15390,80,0
21739,68112,0,0,45.024,95100,27360,11,0
65991,182160,0,0,23.6208,90800,34200,16,1
61979,88000,0,0,22.2936,20700,34114.5,10,1
41049,70400,1,0,15.12,84100,5985,7,1
35057,98560,1,0,63.9408,55000,25650,12,0
80104,114241.6,0,0,48.048,32700,25650,12,0
22355,95040,0,0,19.7568,60100,14364,16,1
92817,198880,2,0,42.3696,48300,59850,20,0
84411,264000,0,0,12.8352,30200,17442,7,0
136841,114400,0,0,33.8016,48200,27531,13,0
73450,114400,1,0,22.5792,11900,8550,7,1
130850,74710.24,0,0,19.1184,75000,30780,9,0
132168,186560,0,0,45.864,55000,59850,32,0
119697,114400,3,0,11.424,94100,4104,16,0
69420,149600,0,0,50.1144,20100,42750,14,0
23527,98560,0,0,32.34,67200,20520,10,1
76419,226434.56,0,0,35.1624,44100,31122,14,0
25553,137808,0,0,43.2096,2900,38902.5,7,1
144738,149600,1,0,28.0056,34600,5472,8,0
82976,119680,0,0,24.192,84000,27360,13,0
139734,114400,0,0,36.1704,34200,10260,9,0
144235,211200,4,0,38.4888,21000,34200,18,0
120027,242000,0,0,21.0504,94500,42750,12,1
96410,132000,0,0,46.5696,70800,20520,13,0
83699,222464,0,0,16.968,49400,25650,6,0
88286,186560,0,0,30.6264,77500,41040,31,1
138389,158400,0,0,12.5664,85700,25650,12,0
136856,120560,3,0,17.0688,1900,15390,13,0
102957,72964.32,0,0,40.6056,28500,15048,11,0
101548,211200,0,0,24.7968,16500,49632.75,29,0
137290,126720,0,0,37.6152,78600,51300,13,0
127525,78144,0,0,56.7504,11700,25650,11,0
133168,55249.92,0,0,51.1896,20100,15945.75,17,0
43256,100320,0,0,25.1832,77300,20520,13,0
85568,176000,0,0,21.3528,19400,20391.75,15,1
89264,44000,0,0,64.1928,24500,13680,20,0
89386,63360,0,0,39.48,75000,8550,9,0
38254,255200,0,0,29.5512,94500,34200,9,0
28685,145200,2,0,38.3712,77300,59850,10,0
76061,79200,0,0,39.0264,91700,24153.75,14,0
45246,70400,0,0,1.9488,63100,21375,10,0
110434,70400,0,0,31.0464,35200,11286,16,1
118442,73920,0,0,38.9424,43400,10260,9,0
99741,42240,0,0,35.7,93300,13680,12,0
144803,45760,0,0,31.1808,44800,11115,7,0
37809,114400,0,0,18.2448,77700,20520,8,1
122214,70400,0,0,33.4488,45300,27274.5,10,1
62747,205920,0,0,11.8944,35100,5985,11,1
41204,607200,2,0,20.0424,28000,36508.5,19,0
72408,105600,0,0,52.2816,70500,25650,12,0
58357,102080,0,0,26.9472,14600,22230,18,0
69300,184800,0,0,24.5616,49500,42750,7,1
121925,132000,1,0,33.7344,22600,18468,11,1
50474,130988,0,0,49.4928,97800,11970,11,1
130918,114400,0,0,38.6736,79900,42579,14,0
44514,281600,1,0,13.2384,60600,27360,17,1
108545,191840,0,0,26.7288,60400,56430,19,1
90976,105424,0,0,38.2368,46000,30096,14,1
54585,35200,0,0,54.0456,44500,15048,13,0
94451,158400,0,0,47.0232,46300,12397.5,20,1
69215,202400,0,0,36.3048,60500,47880,16,1
140417,149952,0,0,47.6784,76000,34200,17,0
94200,116160,2,0,25.1328,21200,17955,16,0
101325,63360,2,0,48.6024,53700,11970,12,0
96399,161920,0,0,22.5288,85100,25650,11,1
33138,105600,5,0,18.1776,49500,14364,12,1
101972,105600,0,0,52.4496,28200,10260,18,0
24324,70400,0,0,41.5464,26000,30780,11,0
96217,132000,0,0,52.416,41000,20733.75,14,0
77810,213312,0,0,31.4328,33000,51300,14,0
80010,396000,0,0,22.7472,6800,59850,10,0
87773,123200,3,0,34.7256,95600,5130,7,0
98880,174535.68,0,0,3.864,29800,59850,12,0
49873,251680,1,0,24.276,60000,42750,20,0
106223,116851.5568,0,0,64.7136,79900,54463.5,19,1
30312,122462.56,0,0,47.712,33100,32490,8,1
90791,144672,0,0,42.5544,46200,7908.75,17,0
109111,140800,0,0,38.7408,11100,20520,15,0
44936,440000,0,0,11.4744,60000,23940,8,1
68171,158400,3,0,36.2376,23800,27360,14,0
97154,132000,0,0,24.024,37400,16416,5,0
141907,91520,1,0,36.7584,33700,13680,11,1
85357,81910.4,0,0,48.048,43200,10260,8,0
132639,63360,0,0,49.056,36800,20520,11,0
